global_index	edit_id	verb	original_en	result_zh	time_zh
991	process_062_E1	transition	Starting at 13.0 seconds, transition the sea-horizon sunrise over five seconds to a later stage with the complete solar disc visible above the horizon.	日出是否推进到完整日盘在海平面上方可见的阶段？	该转变是否在 5 秒内完成？
992	process_062_E2A	zoom	Starting at 25.0 seconds, zoom in smoothly over four seconds on the low sun and its warm reflection across the sea.	镜头是否平稳推近并聚焦低悬太阳及其横跨海面的温暖倒影？	该镜头变焦是否在 4 秒内完成？
1016	process_077_E2A	zoom	Starting at 29.0 seconds, zoom in smoothly over four seconds on the tracked shark-like fish beneath the water surface.	镜头是否平稳推近并聚焦水面下被跟踪的鲨鱼状鱼？	该镜头变焦是否在 4 秒内完成？
1024	process_083_E1	give	Starting at 13.0 seconds, give the largest central hanging fruit six narrow vertical yellow stripes alternating with green over two seconds.	中央最大的悬挂果实是否出现恰好六条与绿色交替排列的黄色窄竖纹？	该变化是否在 2 秒内完成？
1061	process_110_E2A	give	Starting at 29.0 seconds, give the largest central green fruit four narrow cream-colored longitudinal stripes over two seconds.	中央最大的绿色果实是否出现恰好四条窄的奶油色纵向条纹？	该变化是否在 2 秒内完成？
1083	process_121_E2B	rapidly	Starting at 25.0 seconds, rapidly advance the scene over five seconds to a stage with numerous visitors dispersed across the grass around the stone circle.	场景是否推进到许多游客分散在石圈周围草地上的阶段？	该推进是否在 5 秒内完成？
1091	process_129_E2A	zoom	Starting at 29.0 seconds, zoom in smoothly over four seconds on the red passenger boat and its complete visible wake.	镜头是否平稳推近并聚焦红色客船及其完整可见的尾流？	该镜头变焦是否在 4 秒内完成？
1130	process_150_E2A	zoom	Starting at 29.0 seconds, zoom in smoothly over four seconds on the central red flower bed beneath the trees.	镜头是否平稳推近并聚焦树下中央的红色花坛？	该镜头变焦是否在 4 秒内完成？
1178	process_184_E2A	zoom	Starting at 29.0 seconds, zoom in smoothly over four seconds on the foreground pool and the left-side cascade.	镜头是否平稳推近并聚焦前景水池和左侧瀑流？	该镜头变焦是否在 4 秒内完成？
1201	scene_002_E1	make	Starting at 17.5 seconds, make the pool become visibly clearer over two seconds.	泳池水是否变得明显更清澈？	该结果是否在 2 秒内实现？
1212	scene_009_E2B	relight	Starting at 32.0 seconds, relight the visible performance area with soft neutral daylight, completing the transition over two seconds.	可见表演区域是否被柔和的中性日光重新照亮？	该重新照明是否在 2 秒内完成？
1213	scene_012_E1	make	Starting at 11.5 seconds, make the road become visibly dry over two seconds.	道路是否变得明显干燥？	该结果是否在 2 秒内实现？
1215	scene_012_E2B	replace	Starting at 26.5 seconds, replace one edge training cone with a same-size plain blue training marker over two seconds.	边缘处的一个训练锥是否被替换为同样大小的纯蓝色训练标记？	该替换是否在 2 秒内完成？
1219	scene_015_E1	repair	Starting at 14.5 seconds, repair the trucks to a structurally intact state over two seconds.	卡车是否被修复为结构完整状态？	该修复是否在 2 秒内完成？
1221	scene_015_E2B	remove	Starting at 26.5 seconds, remove the farthest unmarked vehicle from the documented scene over two seconds.	最远处的无标记车辆是否从记录场景中被移除？	该移除是否在 2 秒内完成？
1227	scene_018_E2B	relight	Starting at 30.5 seconds, relight the documented visible scene area with soft warm daylight, completing the transition over two seconds.	记录中的可见场景区域是否被柔和的暖色日光重新照亮？	该重新照明是否在 2 秒内完成？
1229	scene_020_E2A	replace	Starting at 28.5 seconds, replace one edge training cone with a same-size plain blue training marker over two seconds.	边缘处的一个训练锥是否被替换为同样大小的纯蓝色训练标记？	该替换是否在 2 秒内完成？
1231	scene_022_E1	switch	Starting at 11.5 seconds, switch the overhead light fixtures to an unlit state over two seconds.	顶部灯具是否切换为熄灭状态？	该切换是否在 2 秒内完成？
1252	scene_037_E1	raise	Starting at 13.5 seconds, raise the visible water level of the water surface by 0.25 meters over two seconds.	可见水面水位是否升高 0.25 米？	该升高是否在 2 秒内完成？
1254	scene_037_E2B	split	Starting at 28.5 seconds, split the longest visible fallen log into two equal aligned log sections over two seconds.	最长的可见倒木是否被分成两段等长且对齐的木段？	该分裂是否在 2 秒内完成？
1255	scene_039_E1	relight	Starting at 16.5 seconds, relight the visible performance area with soft neutral daylight, completing the transition over two seconds.	可见表演区域是否被柔和的中性日光重新照亮？	该重新照明是否在 2 秒内完成？
1259	scene_040_E2A	replace	Starting at 28.5 seconds, replace one orange edge slalom cone with a same-size plain blue training marker over two seconds.	边缘处的一个橙色绕桩锥是否被替换为同样大小的纯蓝色训练标记？	该替换是否在 2 秒内完成？
1260	scene_040_E2B	relight	Starting at 29.5 seconds, relight the documented visible scene area with soft warm daylight, completing the transition over two seconds.	记录中的可见场景区域是否被柔和的暖色日光重新照亮？	该重新照明是否在 2 秒内完成？
1265	scene_042_E2A	merge	Starting at 28.5 seconds, merge two adjacent ordinary tables into one continuous wider table over two seconds.	两张相邻的普通桌子是否被合并为一张连续的更宽桌子？	该合并是否在 2 秒内完成？
1270	scene_047_E1	make	Starting at 14.5 seconds, make the rain-darkened road surface become visibly dry over two seconds.	被雨水浸暗的路面是否变得明显干燥？	该结果是否在 2 秒内实现？
1278	scene_049_E2B	replace	Starting at 34.0 seconds, replace one empty unmarked display rack with a same-size unmarked open shelving unit over two seconds.	一个空的无标记展示架是否被替换为同样大小的无标记开放式搁架？	该替换是否在 2 秒内完成？
1287	scene_055_E2B	relight	Starting at 28.5 seconds, relight the industrial building and parking area with soft neutral daylight, completing the transition over two seconds.	工业建筑和停车区是否被柔和的中性日光重新照亮？	该重新照明是否在 2 秒内完成？
1288	scene_057_E1	make	Starting at 12.5 seconds, make one visible muddy patch beside the gravel track become visibly dry over two seconds.	碎石路旁一处可见泥泞地块是否变得明显干燥？	该结果是否在 2 秒内实现？
1291	scene_061_E1	reduce	Starting at 15.5 seconds, reduce the wet road's standing-water glare to a low-gloss damp finish over two seconds.	湿路面的积水强反光是否变为低光泽的潮湿表面？	该降低是否在 2 秒内完成？
1309	scene_068_E1	make	Starting at 14.5 seconds, make the road surface evenly damp and reflective over two seconds.	路面是否均匀变湿并具有反光效果？	该结果是否在 2 秒内实现？
1322	scene_082_E2A	replace	Starting at 28.5 seconds, replace one empty street-side chair with a same-height unmarked wooden backless chair over two seconds.	街边一把空椅子是否被替换为同等高度的无标记木质无靠背椅？	该替换是否在 2 秒内完成？
1338	scene_090_E2B	replace	Starting at 30.0 seconds, replace one unmarked cylindrical waste bin with a same-footprint matte-gray dual-stream bin over two seconds.	一个无标记圆柱形垃圾桶是否被替换为占地面积相同的哑光灰色双分类垃圾桶？	该替换是否在 2 秒内完成？
1346	scene_097_E2A	make	Starting at 26.5 seconds, make one visible parking-lot segment evenly damp and reflective over two seconds.	一段可见停车场地面是否均匀变湿并具有反光效果？	该结果是否在 2 秒内实现？
1348	scene_099_E1	thin	Starting at 19.0 seconds, thin the cloud cover above the twin towers to broken-cloud conditions over three seconds.	双塔上方的云层是否减薄为间断多云状态？	该变薄是否在 3 秒内完成？
1355	scene_103_E2A	remove	Starting at 29.5 seconds, remove one isolated flat white field marker from the outer field over two seconds.	外侧田地中的一个孤立扁平白色田间标记是否被移除？	该移除是否在 2 秒内完成？
1358	scene_104_E2A	replace	Starting at 28.5 seconds, replace one empty unmarked blue stool with a same-height plain gray backless stool over two seconds.	一个空的无标记蓝色凳子是否被替换为同等高度的普通灰色无靠背凳？	该替换是否在 2 秒内完成？
1363	scene_108_E1	make	Starting at 16.5 seconds, make the exposed soil around the seedling evenly damp and low-gloss over two seconds.	幼苗周围裸露的土壤是否均匀变湿并呈低光泽？	该结果是否在 2 秒内实现？
1378	scene_120_E1	make	Starting at 14.5 seconds, make the aquarium water visibly clearer over two seconds.	水族箱水是否变得明显更清澈？	该结果是否在 2 秒内实现？
1379	scene_120_E2A	remove	Starting at 29.5 seconds, remove one isolated small coral-rubble pebble from the open reef gap over two seconds.	开阔礁石间隙中的一颗孤立小型珊瑚碎石是否被移除？	该移除是否在 2 秒内完成？
1381	scene_123_E1	develop	Starting at 14.5 seconds, develop thin evenly dispersed cloud cover across the visible park sky over three seconds.	公园可见天空是否形成稀薄且均匀分布的云层？	该形成是否在 3 秒内完成？
1383	scene_123_E2B	remove	Starting at 29.5 seconds, remove one small gray landscape spotlight from the grass edge over two seconds.	草地边缘的一盏小型灰色景观射灯是否被移除？	该移除是否在 2 秒内完成？
1387	scene_126_E1	make	Starting at 14.5 seconds, make the unmarked highway surface evenly damp and low-gloss over two seconds.	无标记高速公路路面是否均匀变湿并呈低光泽？	该结果是否在 2 秒内实现？
1391	scene_128_E2A	remove	Starting at 29.5 seconds, remove one isolated empty sideline chair over two seconds.	一把孤立的空边线椅是否被移除？	该移除是否在 2 秒内完成？
1393	scene_129_E1	develop	Starting at 19.0 seconds, develop soft thin-cloud coverage across the visible canal-district sky over three seconds.	运河区可见天空是否形成柔和的薄云覆盖？	该形成是否在 3 秒内完成？
1396	scene_134_E1	reduce	Starting at 13.5 seconds, reduce standing-water glare on the rain-wet unmarked courtyard paving over two seconds.	雨湿无标记庭院铺装上的积水强反光是否降低？	该降低是否在 2 秒内完成？
1402	scene_136_E1	develop	Starting at 15.5 seconds, develop scattered high-cloud coverage across the visible sky above the office towers over three seconds.	办公塔楼上方的可见天空是否形成分散的高云覆盖？	该形成是否在 3 秒内完成？
1403	scene_136_E2A	remove	Starting at 27.0 seconds, remove one isolated black curb bollard from the far sidewalk over two seconds.	远侧人行道上的一个孤立黑色路缘柱是否被移除？	该移除是否在 2 秒内完成？
1406	scene_137_E2A	merge	Starting at 28.5 seconds, merge two adjacent white boat-shaped fountain fixtures into one continuous wider fixture over two seconds.	两个相邻的白色船形喷泉装置是否被合并为一个连续且更宽的装置？	该合并是否在 2 秒内完成？
1407	scene_137_E2B	replace	Starting at 30.5 seconds, replace one small background cypress tree with a native broadleaf tree of matching height over two seconds.	背景中的一棵小柏树是否被替换为高度相同的本地阔叶树？	该替换是否在 2 秒内完成？
1413	scene_141_E2B	remove	Starting at 28.5 seconds, remove one thin outer-row wooden mooring post over 2.5 seconds.	一根外排细木质系泊桩是否被移除？	该移除是否在 2.5 秒内完成？
1416	scene_143_E2B	remove	Starting at 28.5 seconds, remove one isolated plain paper scrap from the shaded paving over 2.5 seconds.	阴影铺装地面上的一张孤立普通废纸是否被移除？	该移除是否在 2.5 秒内完成？
1429	scene_152_E1	reduce	Starting at 15.5 seconds, reduce the rain-wet plaza paving to a uniformly damp low-gloss state over three seconds.	雨湿广场铺装是否变为均匀潮湿的低光泽状态？	该降低是否在 3 秒内完成？
1431	scene_152_E2B	remove	Starting at 30.5 seconds, remove the outermost unmarked bicycle from the left-side rack over 2.5 seconds.	左侧车架上最外侧的无标记自行车是否被移除？	该移除是否在 2.5 秒内完成？
1440	scene_160_E2B	remove	Starting at 31.5 seconds, remove one plain cardboard box from the foreground paving over 2.5 seconds.	前景铺装地面上的一个普通纸箱是否被移除？	该移除是否在 2.5 秒内完成？
1441	scene_161_E1	make	Starting at 15.5 seconds, make the dark asphalt road surface visibly damp with a low-gloss finish over three seconds.	深色沥青路面是否变得明显潮湿并呈低光泽？	该结果是否在 3 秒内实现？
1450	scene_167_E1	make	Starting at 15.5 seconds, make the patchy brown playing-field surface evenly damp and low-gloss over three seconds.	斑驳棕色运动场表面是否均匀变湿并呈低光泽？	该结果是否在 3 秒内实现？
1452	scene_167_E2B	remove	Starting at 30.5 seconds, remove one unused green ground marker from the outer field edge over 2.5 seconds.	场地外缘的一个未使用绿色地面标志物是否被移除？	该移除是否在 2.5 秒内完成？
1453	scene_168_E1	increase	Starting at 14.5 seconds, increase thin-cloud coverage across the visible sky above the drive-through reserve by 20% over four seconds.	驾车游览保护区上方可见天空中的薄云覆盖率是否提高 20%？	该增加是否在 4 秒内完成？
1455	scene_168_E2B	remove	Starting at 29.5 seconds, remove one isolated fallen branch from the background grass over 2.5 seconds.	背景草地上的一根孤立倒下树枝是否被移除？	该移除是否在 2.5 秒内完成？
1458	scene_169_E2B	zoom	Starting at 26.5 seconds, zoom in by 10% around the table-tennis table and automatic launcher over two seconds.	画面是否围绕乒乓球台和自动发球器放大 10%？	该镜头变焦是否在 2 秒内完成？
1459	scene_173_E1	reduce	Starting at 10.5 seconds, reduce the rain-wet plaza paving's reflectivity by 20% to a low-gloss damp finish over three seconds.	雨湿广场铺地的反射率是否降低 20%，并呈现低光泽湿润表面？	该降低是否在 3 秒内完成？
1465	scene_179_E1	make	Starting at 11.5 seconds, make the narrow visible sidewalk evenly damp and low-gloss over three seconds.	狭窄的可见人行道是否均匀变湿并呈低光泽？	该结果是否在 3 秒内实现？
1470	scene_180_E2B	remove	Starting at 29.5 seconds, remove one isolated lily pad away from the kayak route over 2.5 seconds.	一个远离皮划艇路线的孤立睡莲叶是否被移除？	该移除是否在 2.5 秒内完成？
1474	scene_183_E1	make	Starting at 15.5 seconds, make the wooden gym floor completely non-reflective with a uniform matte sealed surface over three seconds.	木质体育馆地板是否变得完全不反光，并呈现均匀的哑光密封表面？	该结果是否在 3 秒内实现？
1476	scene_183_E2B	merge	Starting at 30.5 seconds, merge two adjacent empty folding chairs at the outer seating edge into one matching unmarked two-seat bench over 2.5 seconds.	座位区外缘两把相邻的空折叠椅是否合并为一张风格匹配、无标记的双人长凳？	该合并是否在 2.5 秒内完成？
1483	scene_186_E1	make	Starting at 15.5 seconds, make the unmarked highway surface visibly drier and matte over three seconds.	无标记的公路表面是否明显变得更干燥且呈哑光？	该结果是否在 3 秒内实现？
1486	scene_187_E1	darken	Starting at 15.5 seconds, darken the noninteractive blue water regions to a 15% deeper cobalt over three seconds.	非交互式蓝色水域是否加深为深 15% 的钴蓝色？	该变暗是否在 3 秒内完成？
1488	scene_187_E2B	remove	Starting at 30.5 seconds, remove one small decorative fern sprite from the noninteractive upper rock wall over 2.5 seconds.	非交互式上方岩壁上的一个小型装饰性蕨类精灵图是否被移除？	该移除是否在 2.5 秒内完成？
1489	scene_188_E1	reduce	Starting at 19.0 seconds, reduce the warm tint of the unmarked entrance-stone surfaces by 15% over three seconds.	无标记入口石材表面的暖色调是否降低 15%？	该降低是否在 3 秒内完成？
1492	scene_189_E1	darken	Starting at 15.5 seconds, darken the unmarked green court surface by 12% over three seconds.	无标记的绿色球场表面是否调暗 12%？	该变暗是否在 3 秒内完成？
1494	scene_189_E2B	remove	Starting at 30.5 seconds, remove one unused plain training cone along the rear wall over 2.5 seconds.	后墙沿线一个未使用的普通训练锥是否被移除？	该移除是否在 2.5 秒内完成？
1495	scene_198_E1	darken	Starting at 11.5 seconds, darken the unmarked green robot-football surface by 12% over three seconds.	无标记的绿色机器人足球场表面是否调暗 12%？	该变暗是否在 3 秒内完成？
1498	scene_199_E1	darken	Starting at 15.5 seconds, darken the unmarked teal badminton-court surface by 12% over three seconds.	无标记的蓝绿色羽毛球场表面是否调暗 12%？	该变暗是否在 3 秒内完成？
1512	synthetic_embodied_004_E2B	make	At 25.5 seconds, make the long bench beside the gallery's right wall rock gently twice over four seconds.	画廊右墙旁的长凳是否轻轻摇晃两次？	该结果是否在 4 秒内实现？
1520	synthetic_embodied_007_E2A	make	At 24 seconds, make the observer open and close both empty hands twice over four seconds.	观察者是否将两只空手张开并合拢两次？	该结果是否在 4 秒内实现？
1524	synthetic_embodied_008_E2B	make	At 23.5 seconds, make the main tent's loose gray inner flap flutter twice over three seconds.	主帐篷松散的灰色内帘是否飘动两次？	该结果是否在 3 秒内实现？
1563	synthetic_embodied_021_E2B	lower	At 24.5 seconds, lower the viewpoint smoothly toward the filled glass's rim over three seconds.	视点是否平滑降低至盛满水的玻璃杯杯沿附近？	该降低是否在 3 秒内完成？
1567	synthetic_embodied_023_E1	make	At 16.5 seconds, make both hands alternately lift the brown duvet's near corners twice over four seconds.	双手是否交替抬起棕色羽绒被的近侧两角两次？	该结果是否在 4 秒内实现？
1572	synthetic_embodied_024_E2B	make	At 28.5 seconds, make the right hand trace two small clockwise circles across the folded cloth over four seconds.	右手是否沿折叠布料画两个小型顺时针圆圈？	该结果是否在 4 秒内实现？
1581	synthetic_embodied_027_E2B	make	At 29.5 seconds, make the right hand tap the open bag's near rim three times over four seconds.	右手是否轻敲打开袋子的近侧边缘三次？	该结果是否在 4 秒内实现？
1592	synthetic_embodied_031_E2A	make	At 21 seconds, make the left hand pull the drawer outward again over three seconds.	左手是否再次将抽屉向外拉出？	该结果是否在 3 秒内实现？
1597	synthetic_embodied_033_E1	make	At 10.5 seconds, make the right hand pull the loose mandarin peel with three short tugs over four seconds.	右手是否以三次短促拉动扯动松散的橘皮？	该结果是否在 4 秒内实现？
1608	synthetic_embodied_036_E2B	make	Starting at 28.5 seconds, make both hands pull the partially rolled blue mat once toward the observer over four seconds.	双手是否将部分卷起的蓝色垫子朝观察者方向拉动一次？	该结果是否在 4 秒内实现？
1611	synthetic_embodied_037_E2B	make	At 26.5 seconds, make the right hand tap the lunchbox's front rim twice over three seconds.	右手是否轻敲午餐盒前缘两次？	该结果是否在 3 秒内实现？
1612	synthetic_embodied_038_E1	make	At 15 seconds, make the right hand wipe the right eyeglass lens with two vertical strokes over four seconds.	右手是否用两次竖直擦拭动作清洁右侧眼镜镜片？	该结果是否在 4 秒内实现？
1617	synthetic_embodied_039_E2B	make	At 32 seconds, make the left hand pat the empty bin's front rim twice over three seconds.	左手是否轻拍空垃圾桶的前缘两次？	该结果是否在 3 秒内实现？
1619	synthetic_embodied_040_E2A	make	At 23.5 seconds, make the right hand lift the cooker lid back to its fully open position over three seconds.	右手是否将电饭煲盖重新抬到完全打开的位置？	该结果是否在 3 秒内实现？
1623	synthetic_embodied_041_E2B	make	At 29 seconds, make the right hand twist the fitted light bulb a half-turn counterclockwise over three seconds.	右手是否将已装入的灯泡逆时针旋转半圈？	该结果是否在 3 秒内实现？
1624	synthetic_embodied_042_E1	make	At 19.5 seconds, make the right hand rehearse one hammer stroke beside the nail without contact over two seconds.	右手是否于钉子旁预演一次锤击动作且不接触钉子？	该结果是否在 2 秒内实现？
1635	synthetic_embodied_045_E2B	tilt	At 27.5 seconds, tilt the viewpoint downward from the canopy toward the tree trunk over three seconds.	视点是否从树冠向下倾斜至树干？	该倾斜是否在 3 秒内完成？
1636	synthetic_embodied_046_E1	make	At 16.5 seconds, make the right hand pull the tape-measure housing one palm-width farther right over three seconds.	右手是否将卷尺外壳向右再拉一个手掌宽度？	该结果是否在 3 秒内实现？
1638	synthetic_embodied_046_E2B	pan	At 29.5 seconds, pan the viewpoint gently rightward along the measuring tape over three seconds.	视点是否沿卷尺轻柔地向右平移？	该平移是否在 3 秒内完成？
1640	synthetic_embodied_047_E2A	make	At 25.5 seconds, make the visible left hand draw the tweezers slightly leftward over three seconds.	可见的左手是否将镊子稍微向左拉动？	该结果是否在 3 秒内实现？
1642	synthetic_embodied_048_E1	make	At 15 seconds, make the right hand open and close the pliers twice over three seconds.	右手是否将钳子张开并合拢两次？	该结果是否在 3 秒内实现？
1648	synthetic_embodied_050_E1	move	At 15.5 seconds, move the viewpoint through a short leftward arc around the plant's root ball over three seconds.	视点是否绕植物根球沿短距离弧线向左移动？	该移动是否在 3 秒内完成？
1655	synthetic_embodied_052_E2A	make	At 23.5 seconds, make the left hand rock the picture frame clockwise and back once over four seconds.	左手是否将画框顺时针摆动再摆回一次？	该结果是否在 4 秒内实现？
1659	synthetic_embodied_053_E2B	move	At 28.5 seconds, move the existing viewpoint slightly leftward along the workbench over three seconds.	视点是否沿工作台稍微向左移动？	该移动是否在 3 秒内完成？
1662	synthetic_embodied_054_E2B	make	At 29 seconds, make the right hand squeeze and release the spring-clamp handles once over three seconds.	右手是否挤压并松开弹簧夹手柄一次？	该结果是否在 3 秒内实现？
1673	synthetic_embodied_058_E2A	make	At 26 seconds, make the right hand scrape the wall with two short horizontal strokes over four seconds.	右手是否用两次短促的水平动作刮擦墙面？	该结果是否在 4 秒内实现？
1684	synthetic_embodied_062_E1	tilt	At 15.5 seconds, tilt the viewpoint slightly downward toward the motorcycle handlebars over three seconds.	视点是否稍微向下倾斜至摩托车车把？	该倾斜是否在 3 秒内完成？
1695	synthetic_embodied_065_E2B	make	At 29.5 seconds, make the right hand tap the steering-wheel center twice over three seconds.	右手是否轻敲方向盘中心两次？	该结果是否在 3 秒内实现？
1696	synthetic_embodied_066_E1	lower	At 14.5 seconds, lower the viewing angle slightly toward the blue kayak bow over three seconds.	观看角度是否稍微向下移至蓝色皮划艇船首？	该降低是否在 3 秒内完成？
1700	synthetic_embodied_067_E2A	make	At 21.5 seconds, make both hands pull the sail-rope bundle with two short downward tugs over four seconds.	双手是否用两次短促向下拉动牵拉帆绳束？	该结果是否在 4 秒内实现？
1708	synthetic_embodied_070_E1	raise	At 15 seconds, raise the viewing angle slightly toward the field horizon over three seconds.	观看角度是否稍微抬高至田野地平线？	该升高是否在 3 秒内完成？
1709	synthetic_embodied_070_E2A	make	At 25.5 seconds, make the driver's left hand tap the tractor steering-wheel center twice over three seconds.	驾驶员左手是否轻敲拖拉机方向盘中心两次？	该结果是否在 3 秒内实现？
1714	synthetic_embodied_072_E1	make	At 13 seconds, make the train cab's two windshield wipers perform one synchronized sweep and return over three seconds.	列车驾驶室的两根雨刷是否同步完成一次刮动并返回？	该结果是否在 3 秒内实现？
1727	synthetic_embodied_076_E2A	make	At 24.5 seconds, make the rider and handlebar vehicle travel straight backward one meter over four seconds.	骑行者和车把式车辆是否沿直线向后移动 1 米？	该结果是否在 4 秒内实现？
1734	synthetic_embodied_078_E2B	pan	At 29 seconds, pan the viewpoint slightly rightward within the loader cab over three seconds.	视点是否于装载机驾驶室内稍微向右平移？	该平移是否在 3 秒内完成？
1746	synthetic_embodied_082_E2B	make	At 28.5 seconds, make the right hand arc the broom outward to the right and back once over three seconds.	右手是否将扫帚沿弧线向右外侧移动再返回一次？	该结果是否在 3 秒内实现？
1755	synthetic_embodied_085_E2B	make	At 28.5 seconds, make the left hand trace one small circle above the clamped aluminum tube over three seconds.	左手是否于夹紧的铝管上方画一个小圆圈？	该结果是否在 3 秒内实现？
1757	synthetic_embodied_086_E2A	make	At 24.5 seconds, make the right fingers tap the red shopping-basket rim twice over three seconds.	右手手指是否轻敲红色购物篮边缘两次？	该结果是否在 3 秒内实现？
1768	synthetic_embodied_090_E1	make	At 13.5 seconds, make the right hand wave once from side to side above the traffic cone over three seconds.	右手是否于交通锥上方左右挥动一次？	该结果是否在 3 秒内实现？
1771	synthetic_embodied_091_E1	tilt	At 16.5 seconds, tilt the viewing direction slightly upward toward the ceiling pipes over three seconds.	观看方向是否稍微向上倾斜至天花板管道？	该倾斜是否在 3 秒内完成？
1772	synthetic_embodied_091_E2A	make	At 25.5 seconds, make the observer take one short backward step from the electrical cabinet over two seconds.	观察者是否从电气柜前向后迈一个短步？	该结果是否在 2 秒内实现？
1774	synthetic_embodied_092_E1	make	At 17.5 seconds, make both gloved hands shift the level baking tray left and back once over three seconds.	戴手套的双手是否将保持水平的烤盘向左移动再移回一次？	该结果是否在 3 秒内实现？
